ID Number,Date_Began,Year,General_Date (if date_began unknown),OrgName,Location (State),State,County,County,Primary CI Sector targeted,Secondary CI Sector,Strain,MITRE ATT&CK Software ID [if exists],"Duration (days, unless specified)",Duration Rank,Ransom Amount,Local Currency,RansomScale,PaidStatus,PayMethod (only if paid),AmtPaid,Source,Related incidents,Comments
458,12/27/2019,2019,,US Coast Guard,USA,,,,Defense Industrial Base,Transportation Systems,Ryuk,S0446,30 hours,1 day or less,,,,,,,https://www.bleepingcomputer.com/news/security/us-coast-guard-says-ryuk-ransomware-took-down-maritime-facility/,,
459,12/27/2019,2019,,Tribune Publishing,CA,,,,Communications,,Ryuk,S0446,,,,,,,,,https://www.cisomag.com/ransomware-tampa-bay-times/,,
460,12/31/2019,2019,,Travelex,United Kingdom,,,,Financial Services,,Revil/sodinokibi,S0496,more than 1 month,1 month or less,4.6 million euro,$6 million,More than $5000000,Yes,Bitcoin,285 Bitcoin ($2.3 million),https://www.reuters.com/article/us-britain-travelex/ransomware-hit-travelex-says-it-has-recovered-its-uk-website-idUSKBN1ZU2DZ; https://www.bbc.com/news/business-51034731; https://www.cryptoglobe.com/latest/2020/04/travelex-paid-2-3-million-in-bitcoin-following-ransomware-attack/,,Up for sale b/c of loss of revenue from attack + COVID19
461,1/1/2020,2020,"First half of January, 2020",Bretagne Telecom,France,,,,Communications,,DoppelPaymer,,3 days,1 week or less,35 bitcoin,"$330,000",$1000000 or less,No,N/A,N/A,https://www.bleepingcomputer.com/news/security/doppelpaymer-hacked-bretagne-t-l-com-using-the-citrix-adc-flaw/,,
462,1/1/2020,2020,,SAOG United Insurance Company,Oman,,,,Financial Services,,,,1,1 day or less,,,,,,,https://securityboulevard.com/2020/01/ransomware-infects-main-server-of-large-insurance-company-in-oman/,,
463,1/1/2020,2020,"Unspecified, reported by DHS in February 2020",US natural gas compression facility,USA,,,,Energy,,,,2,1 week or less,,,,,N/A,N/A,https://www.bankinfosecurity.com/ransomware-attack-hit-us-natural-gas-facility-a-13740,,
464,1/1/2020,2020,mid january 2020,Communications and Power Industries (CPI),CA,,,,Critical Manufacturing,,,,,,"$500,000 ","$500,000 ",$1000000 or less,Yes,,"$500,000",https://www.cshub.com/attacks/articles/incident-of-the-week-defense-electronics-manufacturer-cpi-succumbs-to-ransomware-demands,,
465,1/1/2020,2020,2020,Wipro,India,,,,Information Technology,,,,,,$50 million in bitcoin,$50 million,More than $5000000,,,,https://www.cybersecurity-insiders.com/hackers-demand-50-million-bitcoins-ransom-from-wipro-for-cyber-attack/,,
466,1/1/2020,2020,2020,Kiezer,OR,,,,Government Facilities,,,,,,,,,Yes,,"$50,000",https://www.keizertimes.com/posts/2427/keizer-was-one-of-many-cyber-attack-victims-in-2020,,
467,1/2/2020,2020,,Encloe Medical Center,CA,,,,Healthcare and Public Health,,,,2 weeks,1 month or less,,,,,,,https://krcrtv.com/news/deprecated-butte-county/enloes-clinic-programs-restored-after-ransomware-incident,,
468,1/3/2020,2020,,Contra Costa County Library,CA,California,Contra Costa County,"Contra Costa County, CA",Education Facilities Subsector,,,,4 weeks,1 month or less,,,,,,,https://www.mercurynews.com/2020/01/29/contra-costa-library-system-hopeful-for-full-recovery-this-week-from-ransomware-attack/,,
469,1/5/2020,2020,,eHealth Saskatchewan,Canada,,,,Healthcare and Public Health,,,,,,,,,No,N/A,N/A,https://leaderpost.com/news/local-news/ehealth-saskatchewan-hit-by-ransomware-attack-but-private-records-not-compromised,,
470,1/5/2020,2020,,Artech Information Systems,USA,,,,Information Technology,,Revil/sodinokibi,S0496,,,,,,No,N/A,N/A,https://www.infosecurity-magazine.com/news/us-staffing-firm-hit-by-ransomware/,Company hit again in Sep 2020 (ID743),"After they didn't pay ransom, attackers leaked 337 MB of stolen data"
471,1/9/2020,2020,,Volusia County Library System,FL,Florida,Volusia County,"Volusia County, FL",Education Facilities Subsector,,Ryuk,S0446,,,,,,,,,https://www.govtech.com/security/Ryuk-Ransomware-behind-Attack-on-Florida-Library-System.html,,
472,1/9/2020,2020,,New Mexico Public Regulation Commission,NM,New Mexico,Santa Fe County,"Santa Fe County, NM",Government Facilities,,,,2 weeks,1 month or less,,,,,,,https://www.krwg.org/post/new-mexico-prc-website-hit-ransomware-attack,,
473,1/10/2020,2020,,Panama-Buena Vista Union School District,CA,California,Kern County,"Kern County, CA",Education Facilities Subsector,,,,,,,,,,,,https://www.bakersfield.com/news/panama-buena-vista-union-school-district-hit-with-ransomware-attack/article_fee6e6dc-3661-11ea-85d8-83830fa0dd35.html,,
474,1/15/2020,2020,,New Orleans Ernest N Morial Convention Center,LA,Louisiana,Orleans Parish,"Orleans Parish, LA",Government Facilities,,,,,,,,,,,,https://www.ibtimes.sg/cyber-security-another-similar-ransomware-attack-hits-new-orleans-37853,,
475,1/15/2020,2020,,Town of Colonie,NY,New York,Albany County,"Albany County, NY",Government Facilities,,,,3 weeks,1 month or less,45 bitcoin,"$400,000 ",$1000000 or less,No,N/A,N/A,https://www.spotlightnews.com/news/2020/01/17/town-of-colonie-got-hacked-looks-to-avoid-paying-ransomware-demand-of-about-400000/,,
476,1/21/2020,2020,,City of Potsdam,Germany,,,,Government Facilities,,,,,,,,,,,,https://www.bleepingcomputer.com/news/security/city-of-potsdam-servers-offline-following-cyberattack/,,
477,1/21/2020,2020,,Bouygues Construction Unit,France,,,,Critical Manufacturing,,,,,,,,,,,,https://www.enr.com/articles/48637-bouygues-construction-unit-gradually-recovering-after-ransomware-attack,,
478,1/22/2020,2020,,Tillamook County,OR,Oregon,Tillamook County,"Tillamook County, OR",Government Facilities,,Revil/sodinokibi,S0496,operational by mid march so about 2 months,More than 1 month,,,,Yes,,300000,https://www.crn.com/slide-shows/security/the-11-biggest-ransomware-attacks-of-2020-so-far-/4; https://www.kptv.com/news/tillamook-county-still-working-through-ransomware-attack-on-computer-system/article_bd4482cc-43cf-11ea-8bfb-8fcb8b465147.html; https://www.columbian.com/news/2020/jan/29/county-computers-still-down-week-after-ransomware-attack/,,
479,1/23/2020,2020,,Tampa Bay Times,FL,,,,Communications,,Ryuk,S0446,,,,,,No,N/A,N/A,https://www.cisomag.com/ransomware-tampa-bay-times/,,
480,1/24/2020,2020,,Crystal Lake Community High School District 155,IL,Illinois,McHenry County,"McHenry County, IL",Education Facilities Subsector,,,,,,,,,,,,https://www.nwherald.com/2020/01/27/district-155-network-monitoring-systems-infected-with-ransomware-superintendent-says/ah2in7g/,,
481,1/24/2020,2020,,Electronic Warfare Associates (EWA),NJ,,,,Defense Industrial Base,,Ryuk,S0446,,,,,,,,,https://www.infosecurity-magazine.com/news/us-defense-contractor-hit-by-ryuk/,,
482,1/25/2020,2020,,Brandywine Urology Consultants,DE,,,,Healthcare and Public Health,,,,,,,,,,,,https://healthitsecurity.com/news/ransomware-attack-on-brandywine-urology-impacts-131k-patients,,
483,1/27/2020,2020,,Gedia Automotive Group,Germany,,,,Critical Manufacturing,,Revil/sodinokibi,S0496,,,,,,,,,https://www.forbes.com/sites/samcurry/2020/01/27/ransomware-strikes-again-using-peacetime-to-prepare-for-crisis/#43068acd61cf,,
484,1/27/2020,2020,,RailWorks Corporation,USA,,,,Transportation Systems,,,,,,,,,,,,https://www.cisomag.com/u-s-railworks-corp-reports-data-breach-post-ransomware-attack/,,
485,1/27/2020,2020,,City of Oshkosh,WI,Wisconsin,Winnebago County,"Winnebago County, WI",Government Facilities,,,,more than 1 week,1 month or less,,,,,,,https://www.wbay.com/content/news/Oshkosh-city-services-returning-after-ransomware-attack-567597171.html,,
486,1/28/2020,2020,,Lakeland Community College,OH,Ohio,Lake County,"Lake County, OH",Education Facilities Subsector,,Maze,S0449,,,,,,,,,https://www.news-herald.com/news/lakeland-community-college-hit-by-ransomware-attack/article_493d2b36-4217-11ea-8da3-b3bcdecf192a.html,,
487,1/29/2020,2020,,Mountain View Los Altos Union High School District,CA,California,Santa Clara County,"Santa Clara County, CA",Education Facilities Subsector,,Revil/sodinokibi,S0496,,,,,,,,,https://www.losaltosonline.com/news/sections/schools/209-school-news/61838-ransomware-attack-continues-to-impact-mvla,,
488,1/30/2020,2020,,Mid-Delaware Imaging (MDI),DE,,,,Healthcare and Public Health,,,,,,,,,,,,https://firststateupdate.com/2020/07/dovers-mid-delaware-imaging-hit-by-ransomware-attack-warns-of-possible-data-breach/,,
489,1/31/2020,2020,late january 2020,San Miguel County,NM,New Mexico,San Miguel County,"San Miguel County, NM",Government Facilities,,,,,,43 bitcoins,"around $500,000",$1000000 or less,Yes,bitcoin,"24 bitcoins ($250,000)",https://www.usnews.com/news/best-states/new-mexico/articles/2020-03-21/new-mexico-agencies-on-edge-amid-rising-ransomware-attacks; https://www.crn.com/slide-shows/security/the-11-biggest-ransomware-attacks-of-2020-so-far-/2,,
490,1/31/2020,2020,,Toll Group,Australia,,,,Transportation Systems,,NetWalker,S0457,4 months,More than 1 month,,,,No,N/A,N/A,https://www.bleepingcomputer.com/news/security/new-ransomware-strain-halts-toll-group-deliveries/; https://www.msspalert.com/cybersecurity-breaches-and-attacks/ransomware/toll-group-hacked-twice/;https://www.zdnet.com/article/toll-restoring-services-following-ransomware-attack/; https://www.zdnet.com/article/toll-restoring-services-following-ransomware-attack/,,
491,2/1/2020,2020,Feb-20,Gadsden Independent School District,NM,New Mexico,Doña Ana County,"Doña Ana County, NM",Education Facilities Subsector,,,,,,,,,No,N/A,N/A,https://www.usnews.com/news/best-states/new-mexico/articles/2020-03-21/new-mexico-agencies-on-edge-amid-rising-ransomware-attacks,,
492,2/1/2020,2020,Feb-20,Allegheny Intermediate Unit school system,PA,Pennsylvania,Allegheny County,"Allegheny County, PA",Education Facilities Subsector,,,,,,,,,No,N/A,N/A,https://www.scmagazine.com/home/security-news/ransomware/a-tail-of-two-ransomware-attacks/,,
493,2/1/2020,2020,Feb-20,Spartanburg District One Schools,SC,South Carolina,Spartanburg County,"Spartanburg County, SC",Education Facilities Subsector,,,,,,,,,,,,https://www.foxcarolina.com/news/spartanburg-school-district-one-s-computer-network-hit-by-ransomware/article_956ac850-5ca8-11ea-8c50-a3d1edf33905.html,,
494,2/1/2020,2020,Feb-20,Visser Precision,CO,,,,Critical Manufacturing,,DoppelPaymer,,,,,,,,,,https://www.defenseone.com/threats/2020/03/key-defense-supplier-hit-ransomware/163462/,,
495,2/1/2020,2020,,Affordacare Urgent Care Clinic,TX,,,,Healthcare and Public Health,,Maze,S0449,,,,,,,,,https://securityboulevard.com/2020/03/maze-ransomware-continues-to-hit-healthcare-units-amid-coronavirus-covid-19-outbreak/,,
496,2/1/2020,2020,,Affordacare Urgent Care Clinics,TX,,,,Healthcare and Public Health,,Maze,S0449,,,,,,No,N/A,N/A,https://www.infosecurity-magazine.com/news/alleged-affordacare-patient-data/,,
497,2/1/2020,2020,Feb-20,CU Collections,VA,,,,Commercial Facilities,,Maze,S0449,,,,,,,,,http://www.cutoday.info/Fresh-Today/A-CU-Collections-Company-Is-Allegedly-Hacked,,
498,2/1/2020,2020,Feb-20,North Miami Beach Police Department,FL,,,,Emergency Services,,,,,,"""millions of dollars""","""millions of dollars""",$5000000 or less,,,,https://www.cisomag.com/miami-beach-police-department-suffers-ransomware-attack/,,
499,2/1/2020,2020,Feb-20,Port Lavaca City Hall,TX,Texas,Calhoun County,"Calhoun County, TX",Government Facilities,,Ryuk,S0446,,,"$200,000 ","$200,000 ",$1000000 or less,No,N/A,N/A,https://www.cisomag.com/ryuk-ransomware-campaign-targets-port-lavaca-city-hall/,,
500,2/4/2020,2020,,Havre Public Schools,MT,Montana,Hill County,"Hill County, MT",Education Facilities Subsector,,Ryuk,S0446,,,"""tens of millions of dollars"" in bitcoin","""tens of millions of dollars""",More than $5000000,No,N/A,N/A,https://missoulacurrent.com/business/2020/02/ransomware-havre-schools/,,
501,2/6/2020,2020,,Rockdale County Water Resources,GA,,,,Water and Wastewater Systems,,,,2 weeks,1 month or less,,,,,,,https://www.ajc.com/news/local/rockdale-water-customers-can-make-payments-again-after-ransomware-attack/4GshKfGFW0w8yjCOh376SM/,,
502,2/8/2020,2020,,north-east England council,England,,,,Government Facilities,,,,Several months,More than 1 month,,,,,,,https://www.theguardian.com/technology/2020/feb/27/redcar-and-cleveland-council-hit-by-cyber-attack,,
503,2/8/2020,2020,,Redcar and Cleveland Council,United Kingdom,,,,Government Facilities,,,,more than a month,More than 1 month,,,,No,N/A,N/A,https://www.bbc.com/news/uk-england-tees-52521769; https://www.computing.co.uk/news/4014738/redcar-cleveland-council-running-ransomware-attack,,
504,2/10/2020,2020,,City of Garrison,TX,Texas,Nacogdoches County,"Nacogdoches County, TX",Government Facilities,,,,,,,,,,,,https://www.cbs19.tv/article/news/east-texas-agencies-targeted-by-ransomware-attacks/501-e9abbd12-b82f-4e67-aa46-a56051f01fc6,,
505,2/11/2020,2020,,Niagara University,NY,New York,Niagara County,"Niagara County, NY",Education Facilities Subsector,,,,,,,,,,,,https://www.wkbw.com/news/local-news/niagara-university-email-servers-attacked-by-ransomware,,
506,2/11/2020,2020,,NRC Health,NE,,,,Healthcare and Public Health,,,,,,,,,,,,https://journalstar.com/business/local/lincoln-s-nrc-health-latest-company-to-be-hit-by/article_3d6a00b0-bdf4-5ec2-a99c-609776c27a05.html,,
507,2/11/2020,2020,,Nacogdoches Independent School District,TX,Texas,Nacogdoches County,"Nacogdoches County, TX",Education Facilities Subsector,,,,,,,,,,,,https://www.cbs19.tv/article/news/east-texas-agencies-targeted-by-ransomware-attacks/501-e9abbd12-b82f-4e67-aa46-a56051f01fc6,,
508,2/12/2020,2020,,Timberline Billing Service,IA,,,,Healthcare and Public Health,Education Facilities Subsector,,,,,,,,,,,https://www.infosecurity-magazine.com/news/ransomware-attack-on-medical/,,
509,2/13/2020,2020,,Andrews Braces,NV,,,,Healthcare and Public Health,,,,,,,,,,,,https://healthitsecurity.com/news/ransomware-attack-on-brandywine-urology-impacts-131k-patients,,
510,2/14/2020,2020,,Auction House Manheim,Australia,,,,Commercial Facilities,,,,,,"$30,000,000 ","$30,000,000 ",More than $5000000,No,N/A,N/A,https://www.6pr.com.au/podcast/company-with-perth-office-under-30m-ransomware-attack-from-cyber-criminals/; https://www.fullyloaded.com.au/industry-news/2003/new-ransomware-attack-spurs-wa-consumer-protection-warning,,
511,2/15/2020,2020,,EMCOR,CT,,,,Critical Manufacturing,,Ryuk,S0446,,,,,,,,,https://www.zdnet.com/article/ryuk-ransomware-hits-fortune-500-company-emcor/,,
512,2/17/2020,2020,,ISS World,Denmark,,,,Commercial Facilities,,,,expected recovery by end of 2020,More than 1 month,,,,,,,https://www.computerweekly.com/news/252478890/Facilities-firm-ISS-World-crippled-by-ransomware-attack,,
513,2/18/2020,2020,,City of Wayne,NE,Nebraska,Wayne County,"Wayne County, NE",Government Facilities,,,,,,,,,,,,https://www.wowt.com/content/news/City-of-Wayne-falls-victim-to-ransomware-cyber-attack-568086991.html,,
514,2/21/2020,2020,,Reading Municipal Light Department (RMLD),MA,,,,Energy,,,,5 days,1 week or less,,,,No,N/A,N/A,https://www.infosecurity-magazine.com/news/ransomware-attack-at-us-power/,,
515,2/22/2020,2020,,KHS Bicycles,CA,,,,Critical Manufacturing,,,,,,,,,,,,https://www.bicycleretailer.com/industry-news/2020/02/25/khs-bicycles-systems-hacked-distributor-halts-shipments#.YJrvRuhKg2x,,
516,2/23/2020,2020,,LaSalle County Government,IL,Illinois,LaSalle County,"LaSalle County, IL",Government Facilities,,ProLock/PwndLocker,S0654,more than 1 week,1 month or less,,,,No,N/A,N/A,https://week.com/2020/03/02/ransomware-attack-affecting-lasalle-countys-technology/,,
517,2/23/2020,2020,,Prince Edward Island government,PEI,,,,Government Facilities,,,,90 minutes,1 day or less,,,,No,N/A,N/A,https://www.insurancebusinessmag.com/ca/news/cyber/ransomware-attack-on-pei-government-servers-cost-taxpayers-over-900k-226981.aspx; https://www.cbc.ca/news/canada/prince-edward-island/pei-data-breach-documents-leaked-malware-2020-1.5484389; https://www.cbc.ca/news/canada/prince-edward-island/pei-ransomware-attack-costs-1.5636485,,"cost tax payers more than $900,000"
518,2/24/2020,2020,,Penncrest School District,PA,Pennsylvania,Crawford County,"Crawford County, PA",Education Facilities Subsector,,,,6 weeks,More than 1 month,,,,,,,https://insurancenewsnet.com/oarticle/penncrest-officials-cyber-attack-in-february-has-been-resolved#.XrBkyqhKg2x,,
519,2/24/2020,2020,,"Grayson County, Texas",TX,Texas,Grayson County,"Grayson County, TX",Government Facilities,,,,,,,,,,,,https://www.kxii.com/content/news/Grayson-Co-systems-offline-due-to-cyber-security-threat-investigation-568142731.html,,
520,2/27/2020,2020,,Jordan Health,NY,,,,Healthcare and Public Health,,,,(ended march 13) 16 days,1 month or less,,,,,,,https://www.beckershospitalreview.com/cybersecurity/new-york-health-system-back-online-following-ransomware-shutdown.html,,
521,2/27/2020,2020,,District of Squamish,Canada,,,,Government Facilities,,,,,,,,,,,,https://www.squamishchief.com/news/local-news/too-soon-to-say-if-ransomware-attack-did-damage-it-experts-1.24094799,,
522,2/27/2020,2020,,https://www.insurancenews.com.au/international/gallagher-hit-by-ransomware-attack,NV,,,,Commercial Facilities,,,,6 days,1 week or less,,,,,,,https://www.casino-review.co/computer-systems-ransomware-hack-vegas/,,
523,2/27/2020,2020,,Binion's Casino (TLC Casino Enterprises),NV,,,,Commercial Facilities,,,,6 days,1 week or less,,,,,,,https://www.casino-review.co/computer-systems-ransomware-hack-vegas/,,
524,2/29/2020,2020,,Epiq Global (MSP),KS,,,,Information Technology,,Ryuk,S0446,Restored march 26 (26 days),1 month or less,,,,,,,https://www.bleepingcomputer.com/news/security/ryuk-ransomware-attacked-epiq-global-via-trickbot-infection/; https://www.lawsitesblog.com/2020/04/reports-say-epiq-has-laid-off-some-200-employees-in-wake-of-ransomware-attack.html,,reportedly laid off 200 employees
525,2/29/2020,2020,,Talman Software,Australia,,,,Information Technology,,,,1 week,1 week or less,8 million AUD,4.6 million,$5000000 or less,No,N/A,N/A,https://techxplore.com/news/2020-03-ransomware-sheep-farmers-room-woolly.html; https://www.examiner.com.au/story/6667087/wool-sales-recover-from-cyber-attack/?cs=95,,
